Date,Symbol,Open,High,Low,Volume From,Volume To,Close
12/10/2015,BTCUSD,418.98,422.89,412.54,652.46,272274.87,416.49
12/11/2015,BTCUSD,416.49,454.97,416.49,905.65,395780.18,452
12/12/2015,BTCUSD,452,473.34,408.45,537.74,234650.28,435
12/13/2015,BTCUSD,435,441.53,422,120.12,52006.96,435.9
12/14/2015,BTCUSD,435.9,450.36,429.86,1019.46,456179.39,445.7
12/15/2015,BTCUSD,445.7,480,445.1,974.16,447962.48,465.99
12/16/2015,BTCUSD,465.99,466.24,440,452.41,206807.6,456.34
12/17/2015,BTCUSD,456.34,459.89,450.25,312.18,142561.92,458
12/18/2015,BTCUSD,458,465.73,456.56,497.74,229780.19,463.02
12/19/2015,BTCUSD,463.02,466.93,455,114.09,52855.37,461.8
12/20/2015,BTCUSD,461.8,462.99,432.33,321,143210.6,439.51
12/21/2015,BTCUSD,439.51,449.99,428.52,190.11,83319.44,437.99
12/22/2015,BTCUSD,437.99,442.46,434.79,286.88,125801.91,435.82
12/23/2015,BTCUSD,435.82,444.71,435.75,411.18,181367.62,444.54
12/24/2015,BTCUSD,444.54,457.22,444.54,375.44,169870.08,455.46
12/25/2015,BTCUSD,455.46,461.86,453.99,79.34,36386.66,458.59
12/26/2015,BTCUSD,458.59,458.59,407.07,387.26,164472.22,418.72
12/27/2015,BTCUSD,418.72,423.64,407.77,172.62,71710.65,422.06
12/28/2015,BTCUSD,422.06,429.31,418.53,89.53,37899.56,420.8
12/29/2015,BTCUSD,420.8,434.26,420.8,742.14,317103.63,430.76
12/30/2015,BTCUSD,430.76,436.79,422.1,211.58,90822.73,428.24
12/31/2015,BTCUSD,428.24,434.99,422.01,206.93,89190.89,432.5
1/1/2016,BTCUSD,432.5,437.8,429.95,110.55,48057.58,434.55
1/2/2016,BTCUSD,434.55,439.53,432.7,107.57,46885.15,435.75
1/3/2016,BTCUSD,435.75,437.99,409.11,496.07,209726.77,424.26
1/4/2016,BTCUSD,424.26,436.49,424.26,485.66,209194.1,435
1/5/2016,BTCUSD,435,435.63,431.55,259.72,112388.29,432.98
1/6/2016,BTCUSD,432.98,433.99,427.88,386.6,166807.9,431.1
1/7/2016,BTCUSD,431.1,457,430.89,1697.75,760356.83,457
1/8/2016,BTCUSD,457,464,448.52,889.37,405467.61,456.68
1/9/2016,BTCUSD,456.68,456.68,446.33,188.38,84963.85,450.11
1/10/2016,BTCUSD,450.11,450.11,440.01,17.18,7640.4,444.6
1/11/2016,BTCUSD,444.6,451.64,444.6,464.17,207924.92,451.28
1/12/2016,BTCUSD,451.28,451.28,444.11,727.12,324599.67,445.4
1/13/2016,BTCUSD,445.4,445.4,420,970.73,415972.32,431.68
1/14/2016,BTCUSD,431.68,433.99,426.75,502.66,216413.12,430.42
1/15/2016,BTCUSD,430.42,431.31,358.74,1724.16,677966.57,372.04
1/16/2016,BTCUSD,372.04,386.27,353.32,778.19,291177.44,384.25
1/17/2016,BTCUSD,384.25,389.85,380.19,205.95,79204.39,383.9
1/18/2016,BTCUSD,383.9,387.25,374.83,2854.76,1099063.99,385.03
1/19/2016,BTCUSD,385.03,385.53,376.33,4096.72,1557914.34,380.58
1/20/2016,BTCUSD,380.58,423.19,376.27,3195.25,1300414.35,417.51
1/21/2016,BTCUSD,417.51,425.38,405,1558.93,638247.28,412.14
1/22/2016,BTCUSD,412.14,416.99,375,2505.96,977136.8,393
1/23/2016,BTCUSD,393,411,380.03,198.13,77017.19,387.8
1/24/2016,BTCUSD,387.8,404.24,383.57,492.46,195967.96,401.74
1/25/2016,BTCUSD,401.74,403.6,387.65,1085.8,427392.05,393.08
1/26/2016,BTCUSD,393.08,396.79,389,1061.9,417990.16,389
1/27/2016,BTCUSD,389,396.99,389,652.15,257391.75,395.54
1/28/2016,BTCUSD,395.54,395.54,378.36,479.25,184161.73,380.92
1/29/2016,BTCUSD,380.92,383.97,365,973.71,366715.98,379.39
1/30/2016,BTCUSD,379.39,380,374.53,247.86,93570.38,378.33
1/31/2016,BTCUSD,378.33,380,369.54,162.26,61072.38,370
2/1/2016,BTCUSD,370,378.99,366.62,935.68,349785.67,371.74
2/2/2016,BTCUSD,371.74,375.41,371.74,977.83,365562.48,373.2
2/3/2016,BTCUSD,373.2,373.2,367.41,907.36,336253.34,368.7
2/4/2016,BTCUSD,368.7,391.7,368.7,1799.16,686745.79,390.17
2/5/2016,BTCUSD,390.17,390.17,384.8,894.87,346279.69,387.21
2/6/2016,BTCUSD,387.21,387.21,371.09,480.03,181099.83,375.31
2/7/2016,BTCUSD,375.31,378.55,373.39,184.05,69217.17,376.03
2/8/2016,BTCUSD,376.03,377.86,371.31,958.04,358682.2,371.47
2/9/2016,BTCUSD,371.47,377.09,371.47,935.99,350955.64,374
2/10/2016,BTCUSD,374,384.19,373.02,1559.69,594481.56,380.07
2/11/2016,BTCUSD,380.07,380.57,373.07,1032.28,389108.52,376.09
2/12/2016,BTCUSD,376.09,384.71,376.03,1650.92,629776.6,383.85
2/13/2016,BTCUSD,383.85,386.52,383.85,164.45,63308.6,386.51
2/14/2016,BTCUSD,386.51,406.18,386.51,1676.36,670546.45,406.18
2/15/2016,BTCUSD,406.18,407.94,396.71,867.76,350254.95,398.27
2/16/2016,BTCUSD,398.27,409.33,398.23,1144.29,465347.88,406.72
2/17/2016,BTCUSD,406.72,420.25,406.72,1425.81,596048.72,415.9
2/18/2016,BTCUSD,415.9,422.92,414.44,1800.84,755629.14,422.21
2/19/2016,BTCUSD,422.21,422.21,416.18,829.64,348577.17,419.04
2/20/2016,BTCUSD,419.04,442,419.04,949.26,407875.43,440.75
2/21/2016,BTCUSD,440.75,448,426.2,543.72,237933.71,439.28
2/22/2016,BTCUSD,439.28,440.12,431.13,1300.83,569935.95,436.45
2/23/2016,BTCUSD,436.45,438.23,412.07,1580.33,661748.35,418.77
2/24/2016,BTCUSD,418.77,422.99,410.82,775.35,326202.9,421.32
2/25/2016,BTCUSD,421.32,426.55,416.86,673.43,284397.26,423.98
2/26/2016,BTCUSD,423.98,427.51,418.89,803.73,340617.72,427.5
2/27/2016,BTCUSD,427.5,434.18,427.5,485.03,208782.58,431.47
2/28/2016,BTCUSD,431.47,433.36,421.01,420.85,179601.89,431.59
2/29/2016,BTCUSD,431.59,440.99,430.14,984.47,429948.59,437.05
3/1/2016,BTCUSD,437.05,438.98,427.41,902.27,391113.93,432.32
3/2/2016,BTCUSD,432.32,433.73,422.29,869.86,372954.62,423.97
3/3/2016,BTCUSD,423.97,423.97,414.06,2856.05,1196323.59,419.24
3/4/2016,BTCUSD,419.24,421.07,408.4,2517.71,1049127.3,408.87
3/5/2016,BTCUSD,408.87,409.06,367,3115.9,1247431.02,393.5
3/6/2016,BTCUSD,393.5,403.96,378.71,400.98,156921.05,403.44
3/7/2016,BTCUSD,403.44,413.31,399.26,2423.93,988846.2,413.16
3/8/2016,BTCUSD,413.16,413.49,408,1369.93,562777.31,412.09
3/9/2016,BTCUSD,412.09,412.99,408.22,3337.91,1370297.92,410.79
3/10/2016,BTCUSD,410.79,414.68,410.07,1792.31,738683.02,414.68
3/11/2016,BTCUSD,414.68,420.34,414.68,1525.97,638915.25,418.93
3/12/2016,BTCUSD,418.93,420.17,405.96,1090.13,447418.4,409.72
3/13/2016,BTCUSD,409.72,412.54,409.25,1668.66,685385.15,411.18
3/14/2016,BTCUSD,411.18,414.14,411.16,569.47,235320.23,413.99
3/15/2016,BTCUSD,413.99,416.09,413.98,1294.92,537881.24,416
3/16/2016,BTCUSD,416,416,414.71,1443.06,599306.72,416
3/17/2016,BTCUSD,416,419,416,938,392406.2,418.95
3/18/2016,BTCUSD,418.95,418.95,403.47,1017.68,415330.71,407.59
3/19/2016,BTCUSD,407.59,409.88,405.66,595.51,242633.91,409.88
3/20/2016,BTCUSD,409.88,410.99,409.88,307.22,125995.74,410.99
3/21/2016,BTCUSD,410.99,411.4,408.66,811.47,332971.56,411.4
3/22/2016,BTCUSD,411.4,418,411.39,922.05,383507.99,416.83
3/23/2016,BTCUSD,416.83,418.54,416.83,794.82,331613.57,417.01
3/24/2016,BTCUSD,417.01,417.16,413.92,940.74,391557.49,415.55
3/25/2016,BTCUSD,415.55,416.98,412.79,952.99,396135.74,416.11
3/26/2016,BTCUSD,416.11,416.98,416.11,411.06,171326.93,416.92
3/27/2016,BTCUSD,416.92,426.75,416.65,2006.26,846262.98,424.47
3/28/2016,BTCUSD,424.47,424.47,422,870.6,368112.34,422.16
3/29/2016,BTCUSD,422.16,423.75,405.83,1440.19,594301.55,414.25
3/30/2016,BTCUSD,414.25,414.64,408.62,733.55,302278.38,413.7
3/31/2016,BTCUSD,413.7,416.94,413.7,1122.37,466556.09,416.36
4/1/2016,BTCUSD,416.36,416.88,414.59,732.45,304703.12,416.48
4/2/2016,BTCUSD,416.48,421.18,416.48,826.35,346497.1,420
4/3/2016,BTCUSD,420,420,418.93,106.09,44510.42,419.45
4/4/2016,BTCUSD,419.45,419.99,417.74,692.01,289850.73,419.99
4/5/2016,BTCUSD,419.99,423.44,419.86,1068.1,450811.6,422.48
4/6/2016,BTCUSD,422.48,423.28,422.3,1184,500636.53,422.82
4/7/2016,BTCUSD,422.82,422.84,419.65,1063.18,448516.79,422.59
4/8/2016,BTCUSD,422.59,424.39,415.45,2910.51,1227064.07,418.39
4/9/2016,BTCUSD,418.39,418.39,412.21,425.9,177374.31,416.67
4/10/2016,BTCUSD,416.67,420.74,416.67,444.09,185924.26,420.73
4/11/2016,BTCUSD,420.73,423.24,419.51,1184.23,499197.84,423.23
4/12/2016,BTCUSD,423.23,427.24,423.23,1405.46,598581.62,426.43
4/13/2016,BTCUSD,426.43,426.75,421.99,2049.84,871512.71,424.53
4/14/2016,BTCUSD,424.53,425.6,424.1,938.77,398729.37,424.96
4/15/2016,BTCUSD,424.96,429.84,424.96,1549.86,663556.99,429.53
4/16/2016,BTCUSD,429.53,432.5,429.52,493.59,212553.43,429.99
4/17/2016,BTCUSD,429.99,430.09,426.2,218.68,93759.27,426.2
4/18/2016,BTCUSD,426.2,428.7,426.2,870.72,372478.85,427.99
4/19/2016,BTCUSD,427.99,435,427.98,1419.48,609416.58,435
4/20/2016,BTCUSD,435,445,434.99,1732.3,760561.43,443.54
4/21/2016,BTCUSD,443.54,451,441.86,2331.07,1038975.71,451
4/22/2016,BTCUSD,451,451.03,445.26,1071.76,479782.4,447.79
4/23/2016,BTCUSD,447.79,452,447.23,962.76,433217.1,452
4/24/2016,BTCUSD,452,462.88,449.97,1451.81,663084.51,461.05
4/25/2016,BTCUSD,461.05,468.67,453.78,2696.92,1245577.49,465.9
4/26/2016,BTCUSD,465.9,470.69,463.49,1326.16,619399.18,468.44
4/27/2016,BTCUSD,468.44,469.36,447.03,2264.18,1036759.2,448.44
4/28/2016,BTCUSD,448.44,448.99,435.72,2024.84,901276.78,448.99
4/29/2016,BTCUSD,448.99,456.98,448.83,1438.18,651149.45,455.91
4/30/2016,BTCUSD,455.91,456.78,448.24,289.92,131025.36,450.3
5/1/2016,BTCUSD,450.3,453.63,448.26,345.76,156471.22,452.66
5/2/2016,BTCUSD,452.66,453.99,441.31,1898.57,846639.71,446.36
5/3/2016,BTCUSD,446.36,452,443.69,1124.91,504046.31,451.99
5/4/2016,BTCUSD,451.99,451.99,447.46,1108.17,497659.99,448
5/5/2016,BTCUSD,448,448.99,447.01,916.95,410899.7,448.99
5/6/2016,BTCUSD,448.99,463.4,448.28,943.65,428824.82,461.36
5/7/2016,BTCUSD,461.36,461.88,458.83,556.21,255968.44,459.66
5/8/2016,BTCUSD,459.66,459.66,456.92,158.15,72453.39,458
5/9/2016,BTCUSD,458,463.99,456.81,1280.41,590431.5,460.98
5/10/2016,BTCUSD,460.98,462.98,446.01,1006.4,455323.39,451.75
5/11/2016,BTCUSD,451.75,454.05,451.74,1612.89,731150.47,451.98
5/12/2016,BTCUSD,451.98,453.99,449.3,1126.7,509610.66,453.99
5/13/2016,BTCUSD,453.99,458,453.99,1368.06,624569.19,457.46
5/14/2016,BTCUSD,457.46,457.48,454.01,275.1,125656.77,456.67
5/15/2016,BTCUSD,456.67,457.99,456.36,230.11,105158.24,457.99
5/16/2016,BTCUSD,457.99,458.67,452.54,1178.48,538651.79,454.43
5/17/2016,BTCUSD,454.43,455.48,452.74,962.63,437597.27,454.69
5/18/2016,BTCUSD,454.69,455.99,454.43,1672.81,761711.39,455.01
5/19/2016,BTCUSD,455.01,455.01,441.79,1457.52,653772.34,443.01
5/20/2016,BTCUSD,443.01,443.63,438.2,990.25,437622.24,442.99
5/21/2016,BTCUSD,442.99,443.46,442.08,751.61,333109.85,443.41
5/22/2016,BTCUSD,443.41,443.41,436.48,701.93,309283.08,437.74
5/23/2016,BTCUSD,437.74,443.86,437.35,1225.1,541640.05,443.86
5/24/2016,BTCUSD,443.86,446.98,442.98,1462.87,651256.28,445.87
5/25/2016,BTCUSD,445.87,449.99,445.64,719.99,322660.95,449.9
5/26/2016,BTCUSD,449.9,454.3,449.9,1238.38,561015.63,454.27
5/27/2016,BTCUSD,454.27,480,454.27,1669.41,788742.88,476.99
5/28/2016,BTCUSD,476.99,535.73,472.85,1922.58,957274.99,526.87
5/29/2016,BTCUSD,526.87,558.46,500,793.63,415659.54,519.29
5/30/2016,BTCUSD,519.29,542.81,516.63,368,195825.92,532.66
5/31/2016,BTCUSD,532.66,544.84,520.86,1446.16,771433.23,530.62
6/1/2016,BTCUSD,530.62,544.99,524.76,2248.01,1207745.38,539.99
6/2/2016,BTCUSD,539.99,539.99,533.25,1057.66,567672.33,539.78
6/3/2016,BTCUSD,539.78,577.13,535.71,2370.26,1324395.31,570.02
6/4/2016,BTCUSD,570.02,590,562.48,685.37,393390.84,573.51
6/5/2016,BTCUSD,573.51,584.8,566.56,359.61,207230.63,574.05
6/6/2016,BTCUSD,574.05,587.89,574.04,1169.13,682767.46,584.44
6/7/2016,BTCUSD,584.44,589.08,566.75,1167.17,676863.39,580
6/8/2016,BTCUSD,580,583.75,574.87,1506.32,873277.55,581.99
6/9/2016,BTCUSD,581.99,583.15,572.42,1104.31,638344.17,579.13
6/10/2016,BTCUSD,579.13,580.9,575.05,1282.29,740757.64,578.99
6/11/2016,BTCUSD,578.99,598.64,578.99,758.37,446469.86,597.77
6/12/2016,BTCUSD,597.77,683.63,597.77,2148.82,1367149.19,663.09
6/13/2016,BTCUSD,663.09,719,663.09,3540.96,2447557.85,704
6/14/2016,BTCUSD,704,704.01,662.01,4373.4,2999059.67,685.37
6/15/2016,BTCUSD,685.37,696.46,668.39,2888.29,1967969.36,692.93
6/16/2016,BTCUSD,692.93,773.74,692.66,5929.71,4398013.4,764.76
6/17/2016,BTCUSD,764.76,774.32,707.45,3186.88,2374921.84,757.06
6/18/2016,BTCUSD,757.06,788.55,735.64,1571.48,1201480.95,755.14
6/19/2016,BTCUSD,755.14,765,746.28,887.81,676639.48,763.99
6/20/2016,BTCUSD,763.99,763.99,725.95,1448.98,1076472.95,741.84
6/21/2016,BTCUSD,741.84,741.84,625,3538.43,2378322.18,673.71
6/22/2016,BTCUSD,673.71,678.99,600.16,2846.6,1826484.51,600.16
6/23/2016,BTCUSD,600.16,634.83,560.01,3468.79,2055230.68,628.11
6/24/2016,BTCUSD,628.11,680,625.13,2033.06,1324010.48,662.66
6/25/2016,BTCUSD,662.66,696.99,646.42,602.99,409368.44,665.15
6/26/2016,BTCUSD,665.15,665.15,614.04,752.93,473629.94,631.14
6/27/2016,BTCUSD,631.14,655,621.38,1478.9,950148.12,650.09
6/28/2016,BTCUSD,650.09,657.15,636.47,1357.52,881985.23,648.78
6/29/2016,BTCUSD,648.78,650.51,631.43,1770.39,1136953.81,640.32
6/30/2016,BTCUSD,640.32,675.28,637.34,2150.8,1420640.63,673.43
7/1/2016,BTCUSD,673.43,693.31,668.6,1702.24,1154838.66,680.96
7/2/2016,BTCUSD,680.96,699.99,677.6,896.79,619632.93,699.99
7/3/2016,BTCUSD,699.99,703.03,645.86,644.4,433777.95,664.67
7/4/2016,BTCUSD,664.67,679.88,649.38,918.02,618617.4,679.45
7/5/2016,BTCUSD,679.45,679.89,661.13,1199.34,804016.94,666.23
7/6/2016,BTCUSD,666.23,679.5,665.7,871.12,586279.59,674.99
7/7/2016,BTCUSD,674.99,679.51,611.35,2061.51,1306966.88,637.99
7/8/2016,BTCUSD,637.99,662.71,637.98,919.76,599367.63,661.99
7/9/2016,BTCUSD,661.99,661.99,625.33,1238.13,798850.06,654.78
7/10/2016,BTCUSD,654.78,654.78,640.4,506.06,327412.58,649.99
7/11/2016,BTCUSD,649.99,658.99,645,1042.84,677341.2,650.83
7/12/2016,BTCUSD,650.83,674.83,647.73,1808.13,1200532.71,673.99
7/13/2016,BTCUSD,673.99,673.99,657.02,1512.05,1001514.36,661.55
7/14/2016,BTCUSD,661.55,663.48,650.67,1384.3,912790.13,658.98
7/15/2016,BTCUSD,658.98,669.01,658.69,891.47,591878.57,665
7/16/2016,BTCUSD,665,668.72,660,202.96,134713.56,663.84
7/17/2016,BTCUSD,663.84,687.56,663.84,1145.73,778228.53,678.34
7/18/2016,BTCUSD,678.34,682.71,667.49,1102.58,745286.58,672.74
7/19/2016,BTCUSD,672.74,674.43,667.67,727.93,488504.76,672.98
7/20/2016,BTCUSD,672.98,673.52,662.04,2106.48,1404858.53,664.86
7/21/2016,BTCUSD,664.86,667.31,660.02,712.51,473882.2,665.86
7/22/2016,BTCUSD,665.86,666.99,644.08,677.36,444381.34,649.03
7/23/2016,BTCUSD,649.03,656.85,649.03,433.95,283517.52,655.92
7/24/2016,BTCUSD,655.92,665.08,652.7,231.84,152903.65,663.95
7/25/2016,BTCUSD,663.95,663.99,652.74,968.8,637333.97,656.26
7/26/2016,BTCUSD,656.26,659.1,646.27,1243.9,814487.72,655.16
7/27/2016,BTCUSD,655.16,659.68,650.27,643.3,422526.77,658.24
7/28/2016,BTCUSD,658.24,659.24,654.63,676.31,444509.43,657.32
7/29/2016,BTCUSD,657.32,657.99,655.87,1021.79,671745.98,657.99
7/30/2016,BTCUSD,657.99,657.99,654.83,198.59,130374.6,655.01
7/31/2016,BTCUSD,655.01,655.01,622.17,638.49,404947.05,622.17
8/1/2016,BTCUSD,622.17,626.61,606,1344.86,833402.75,606.78
8/2/2016,BTCUSD,606.78,614.38,456.36,3356.11,1891926.4,515.86
8/3/2016,BTCUSD,515.86,573.99,508.12,2105.97,1161353.53,572.38
8/4/2016,BTCUSD,572.38,602.15,567.61,1214.75,699809.3,585
8/5/2016,BTCUSD,585,585.15,572,1314.46,756689.49,575.51
8/6/2016,BTCUSD,575.51,590.68,572.14,727.17,423689.96,588.16
8/7/2016,BTCUSD,588.16,598.99,583.68,481.41,284717.06,593.65
8/8/2016,BTCUSD,593.65,598.99,589.66,1086.9,646963.38,595.65
8/9/2016,BTCUSD,595.65,595.96,583.43,1461.42,861476.94,585.76
