Date,Open,High,Low,Close,Volume,Market Cap
28-Jan-14,774.02,832.50,766.98,812.51,44875500.00,10013251364.00
29-Jan-14,809.96,836.87,809.85,826.00,17984400.00,10182659550.00
30-Jan-14,826.02,830.50,799.06,819.03,29918200.00,10100339387.00
31-Jan-14,818.43,831.87,812.60,829.92,17107900.00,10238411820.00
1-Feb-14,828.61,853.52,827.11,832.58,19668700.00,10275202812.00
2-Feb-14,832.90,844.72,820.67,825.37,11300900.00,10190038654.00
3-Feb-14,824.08,826.48,807.22,823.83,13940100.00,10174774202.00
4-Feb-14,823.77,840.17,820.94,827.96,16609700.00,10229342305.00
5-Feb-14,829.96,837.32,811.91,811.91,22395100.00,10034436286.00
6-Feb-14,815.59,819.81,770.59,781.55,50108700.00,9662791119.00
7-Feb-14,783.20,783.20,654.35,712.40,113643000.00,8810607000.00
8-Feb-14,699.57,721.82,661.87,673.92,38742600.00,8337738240.00
9-Feb-14,671.46,712.27,655.25,682.90,39311400.00,8451228950.00
10-Feb-14,681.32,703.71,550.50,681.03,112758000.00,8430742782.00
11-Feb-14,683.50,712.46,636.66,672.17,72745200.00,8323817195.00
12-Feb-14,672.38,672.90,643.04,651.72,25367600.00,8073458481.00
13-Feb-14,651.08,657.99,601.91,605.24,38588100.00,7500376176.00
14-Feb-14,601.17,691.72,541.04,661.99,102506000.00,8206805878.00
15-Feb-14,660.90,661.84,632.84,650.92,26709200.00,8072579656.00
16-Feb-14,651.30,665.10,584.17,616.63,40061700.00,7650358837.00
17-Feb-14,614.23,656.95,607.31,626.27,31948400.00,7772386462.00
18-Feb-14,627.16,645.76,612.54,626.60,20015100.00,7779035355.00
19-Feb-14,625.97,631.77,618.70,623.03,13897800.00,7737830115.00
20-Feb-14,623.09,627.73,556.14,556.14,46905000.00,6909538974.00
21-Feb-14,556.88,582.96,530.47,574.16,47308100.00,7135603064.00
22-Feb-14,574.24,614.48,558.58,605.42,31254000.00,7526808473.00
23-Feb-14,606.47,639.91,599.70,605.82,31434400.00,7534325867.00
24-Feb-14,606.04,607.61,538.70,546.32,57893900.00,6796971990.00
25-Feb-14,540.24,541.38,420.41,538.71,126314000.00,6704461434.00
26-Feb-14,537.04,603.80,532.58,582.69,64642700.00,7254505067.00
27-Feb-14,581.65,594.05,566.62,578.77,25540800.00,7208406719.00
28-Feb-14,579.70,584.14,545.17,549.26,28076100.00,6843353924.00
1-Mar-14,549.92,573.38,539.29,565.61,18668100.00,7049084308.00
2-Mar-14,567.23,570.48,553.27,559.79,7950760.00,6978524072.00
3-Mar-14,562.56,702.91,560.52,667.76,96056896.00,8326933812.00
4-Mar-14,668.24,696.22,655.68,666.78,55344600.00,8317230356.00
5-Mar-14,666.24,674.28,646.28,665.51,22461900.00,8304000852.00
6-Mar-14,664.52,669.77,649.79,663.86,16068100.00,8286267327.00
7-Mar-14,664.31,665.34,616.35,629.15,34150800.00,7855629815.00
8-Mar-14,629.66,635.14,604.46,617.45,18654200.00,7712151171.00
9-Mar-14,616.31,643.95,612.35,636.96,15396500.00,7958687808.00
10-Mar-14,636.33,644.76,615.02,627.79,20639800.00,7846433315.00
11-Mar-14,627.95,638.42,618.84,634.11,11732500.00,7928102950.00
12-Mar-14,631.91,648.03,629.51,632.10,18621200.00,7905832725.00
13-Mar-14,633.62,644.20,630.85,638.14,11634900.00,7983960982.00
14-Mar-14,638.14,639.53,627.21,628.80,11913800.00,7869180480.00
15-Mar-14,629.37,639.14,627.30,636.12,4342080.00,7963443153.00
16-Mar-14,636.50,637.52,628.11,631.11,5277290.00,7903422086.00
17-Mar-14,630.92,632.68,616.85,622.37,14648200.00,7796513249.00
18-Mar-14,621.84,622.39,603.80,614.83,24011500.00,7704183118.00
19-Mar-14,613.90,622.00,609.10,609.89,14228900.00,7644702125.00
20-Mar-14,609.74,609.74,587.49,588.77,20572900.00,7382675346.00
21-Mar-14,588.29,604.59,561.81,571.49,38414100.00,7168656262.00
22-Mar-14,571.18,572.55,554.39,565.04,17360700.00,7090150172.00
23-Mar-14,565.76,570.24,560.88,561.27,9288400.00,7045871925.00
24-Mar-14,562.51,586.56,551.77,583.41,22706900.00,7326517067.00
25-Mar-14,585.03,585.44,572.60,583.92,14020100.00,7335179952.00
26-Mar-14,583.48,590.03,570.96,580.83,16401100.00,7298672082.00
27-Mar-14,580.26,580.56,471.24,471.24,62225400.00,5923615602.00
28-Mar-14,477.14,526.02,473.23,495.67,58828300.00,6232801684.00
29-Mar-14,501.71,504.86,489.73,491.17,11147100.00,6178428029.00
30-Mar-14,492.37,492.37,444.18,460.27,42958300.00,5791419543.00
31-Mar-14,462.30,483.02,443.36,457.00,28254000.00,5752294437.00
1-Apr-14,457.00,495.34,457.00,478.38,35685800.00,6023351178.00
2-Apr-14,479.14,495.05,431.27,437.14,49647600.00,5506313797.00
3-Apr-14,436.44,449.57,414.89,444.72,40765500.00,5604036051.00
4-Apr-14,445.66,454.65,429.09,447.53,22925500.00,5641613449.00
5-Apr-14,446.67,463.57,444.20,461.91,13404500.00,5824866676.00
6-Apr-14,463.40,466.32,452.97,460.50,10241400.00,5808861023.00
7-Apr-14,461.47,462.56,445.12,449.42,15616600.00,5670830650.00
8-Apr-14,447.61,457.42,446.11,453.09,10921600.00,5718579640.00
9-Apr-14,453.18,455.73,441.93,442.73,13204400.00,5589580215.00
10-Apr-14,442.26,443.37,358.73,365.18,55868300.00,4611917257.00
11-Apr-14,363.71,429.77,351.27,420.95,62562800.00,5318033925.00
12-Apr-14,420.89,439.61,415.79,421.12,19226500.00,5321874506.00
13-Apr-14,421.46,427.40,395.25,414.06,22493500.00,5234667259.00
14-Apr-14,414.83,469.75,407.37,458.79,50730200.00,5802302128.00
15-Apr-14,458.37,519.00,453.54,515.59,49561000.00,6522974948.00
16-Apr-14,522.18,542.38,502.78,527.40,56480100.00,6674473792.00
17-Apr-14,529.07,533.52,484.87,495.96,34025500.00,6278792387.00
18-Apr-14,495.80,498.60,472.74,479.64,19042400.00,6074116360.00
19-Apr-14,479.58,503.55,470.56,501.57,19588200.00,6353700029.00
20-Apr-14,501.75,510.87,490.84,498.17,12103100.00,6312896984.00
21-Apr-14,497.74,510.57,493.20,495.77,15171400.00,6284666435.00
22-Apr-14,495.45,503.22,487.58,487.92,11670900.00,6187034895.00
23-Apr-14,488.36,493.25,485.82,491.30,9814530.00,6231920621.00
24-Apr-14,490.83,500.46,482.95,500.46,13009400.00,6350012525.00
25-Apr-14,500.09,500.30,442.95,461.45,46856500.00,5857079867.00
26-Apr-14,461.70,464.54,449.10,458.60,12214600.00,5822776642.00
27-Apr-14,457.24,459.33,436.39,436.39,10949500.00,5542720307.00
28-Apr-14,430.72,447.53,422.94,440.29,23876600.00,5593864954.00
29-Apr-14,439.98,451.64,435.18,447.21,16401400.00,5683724524.00
30-Apr-14,446.89,451.10,436.70,447.64,15244900.00,5690810165.00
1-May-14,447.63,460.61,447.63,457.76,12871800.00,5821425472.00
2-May-14,457.36,457.93,443.40,449.38,10394200.00,5716625927.00
3-May-14,449.40,449.40,430.68,437.76,9849640.00,5570422954.00
4-May-14,438.52,439.77,430.05,436.40,5621260.00,5554777406.00
5-May-14,434.78,440.97,427.62,433.48,10004800.00,5518951942.00
6-May-14,433.36,448.04,423.25,428.96,12507300.00,5463474513.00
7-May-14,429.34,446.13,428.45,438.82,18332200.00,5590798951.00
8-May-14,438.68,448.40,438.14,440.17,9446580.00,5609810850.00
9-May-14,440.18,452.69,440.14,449.46,10347900.00,5730133343.00
10-May-14,450.46,455.77,448.47,454.43,6682600.00,5795543101.00
11-May-14,453.92,455.34,433.40,438.89,12251700.00,5598956479.00
12-May-14,438.30,442.26,434.23,441.46,7383770.00,5633629021.00
13-May-14,441.53,441.98,436.97,440.67,7682670.00,5625308533.00
14-May-14,440.59,446.66,440.50,443.97,9472960.00,5669111766.00
15-May-14,444.14,449.80,443.63,447.25,7362980.00,5712906334.00
16-May-14,447.39,450.66,444.96,448.06,6475100.00,5725217915.00
17-May-14,448.12,451.98,447.30,448.90,2945790.00,5737967927.00
18-May-14,448.70,449.77,444.78,446.26,2857830.00,5706165793.00
19-May-14,446.08,447.55,443.10,446.18,6242620.00,5706978471.00
20-May-14,446.30,491.44,446.01,485.72,40327500.00,6214911439.00
21-May-14,485.80,494.37,483.49,491.77,14626000.00,6294422409.00
22-May-14,492.05,525.36,490.19,524.58,33086500.00,6716604600.00
23-May-14,525.72,541.96,520.08,520.22,34934700.00,6662964359.00
24-May-14,521.05,525.17,516.28,525.14,11499300.00,6727963028.00
25-May-14,525.23,576.48,525.23,571.59,47010300.00,7325371780.00
26-May-14,571.39,588.39,565.33,583.42,29959800.00,7479335238.00
27-May-14,582.59,589.52,554.43,571.24,38032000.00,7325147499.00
28-May-14,571.91,578.62,564.09,577.06,19289000.00,7402205099.00
29-May-14,576.33,577.10,561.60,568.18,18707800.00,7290260762.00
30-May-14,568.18,618.46,568.16,615.33,31985400.00,7897757908.00
31-May-14,615.69,624.72,604.47,623.68,15107100.00,8007248676.00
1-Jun-14,623.69,671.51,619.91,630.23,45259100.00,8094125581.00
2-Jun-14,629.65,665.50,618.74,660.62,45450200.00,8487587033.00
3-Jun-14,660.55,674.11,650.78,667.60,40653700.00,8580309812.00
4-Jun-14,666.77,668.56,624.09,641.61,37731500.00,8249183077.00
5-Jun-14,641.07,663.53,640.09,659.26,29621300.00,8478552324.00
6-Jun-14,659.28,661.37,652.30,653.70,18680100.00,8409353268.00
7-Jun-14,653.52,656.94,644.91,654.97,15855300.00,8428206589.00
8-Jun-14,654.99,658.88,653.47,656.14,8614190.00,8445489607.00
9-Jun-14,655.64,657.70,644.39,649.16,19065400.00,8358149331.00
10-Jun-14,650.04,659.61,646.56,653.15,17913400.00,8412294411.00
11-Jun-14,653.19,657.04,632.55,633.02,25163800.00,8155307439.00
12-Jun-14,633.43,638.11,573.27,586.95,50818800.00,7564343900.00
13-Jun-14,585.70,615.14,585.70,600.16,35700700.00,7737046327.00
14-Jun-14,600.75,601.27,549.82,577.36,38481200.00,7445594334.00
15-Jun-14,575.93,592.94,554.89,592.94,23580900.00,7649361650.00
16-Jun-14,592.65,608.72,587.07,592.19,28677500.00,7642482234.00
17-Jun-14,591.59,610.89,590.40,610.86,18597300.00,7886300055.00
18-Jun-14,609.77,615.88,604.40,607.96,17862000.00,7851200010.00
19-Jun-14,608.07,612.24,597.02,598.07,12803800.00,7726000792.00
20-Jun-14,597.40,599.75,587.76,594.15,18134100.00,7678074490.00
21-Jun-14,593.68,599.46,587.74,594.99,9256290.00,7691773955.00
22-Jun-14,595.90,606.00,594.63,602.27,10877700.00,7788609493.00
23-Jun-14,602.16,603.21,586.34,593.98,14053800.00,7684029467.00
24-Jun-14,593.97,596.97,582.36,582.36,14144900.00,7536340173.00
25-Jun-14,581.81,583.60,565.63,566.34,20687700.00,7331658430.00
26-Jun-14,566.14,581.63,564.73,581.14,14655900.00,7525767735.00
27-Jun-14,581.30,600.12,579.89,597.26,20814600.00,7737366940.00
28-Jun-14,599.08,604.47,595.92,596.55,13398100.00,7730991679.00
29-Jun-14,596.33,604.08,596.16,602.72,8897470.00,7813280835.00
30-Jun-14,602.62,645.16,599.88,639.80,46422400.00,8296103745.00
1-Jul-14,641.39,657.86,640.11,640.81,38446300.00,8311317901.00
2-Jul-14,641.04,656.68,638.34,650.88,25768200.00,8444194978.00
3-Jul-14,650.77,650.77,641.30,645.16,18949000.00,8372189412.00
4-Jul-14,644.65,648.43,629.40,630.69,22237200.00,8187107456.00
5-Jul-14,629.95,633.22,628.00,631.46,9105940.00,8199437572.00
6-Jul-14,631.77,638.65,631.16,635.81,10080000.00,8258179220.00
7-Jul-14,635.46,637.16,617.01,624.09,17813600.00,8108140914.00
8-Jul-14,622.57,626.70,620.91,624.82,10005500.00,8120056626.00
9-Jul-14,625.22,627.00,622.60,624.51,9819150.00,8118679451.00
10-Jul-14,624.83,626.12,612.35,616.76,15880700.00,8020234277.00
11-Jul-14,616.66,632.09,615.77,632.00,16467100.00,8220889623.00
12-Jul-14,631.88,636.66,626.98,633.71,13329000.00,8245635914.00
13-Jul-14,634.22,634.73,624.91,626.50,11291000.00,8154265678.00
14-Jul-14,626.56,627.34,617.32,619.32,12706800.00,8062877468.00
15-Jul-14,620.00,625.14,619.64,621.59,10873200.00,8094883399.00
16-Jul-14,622.01,623.09,615.33,616.80,13182400.00,8034806880.00
17-Jul-14,616.54,626.29,608.40,623.09,16576700.00,8119394873.00
18-Jul-14,622.37,629.21,620.47,628.78,14158100.00,8196212862.00
19-Jul-14,629.17,629.17,624.60,628.52,7222030.00,8195599907.00
20-Jul-14,628.56,628.56,622.78,623.90,5760120.00,8137808455.00
21-Jul-14,623.95,624.09,619.11,622.21,10711900.00,8118204691.00
22-Jul-14,622.27,624.30,620.96,621.55,9602880.00,8111799946.00
23-Jul-14,621.12,624.43,618.29,619.41,11056600.00,8086153118.00
24-Jul-14,619.50,620.43,595.57,601.73,20917200.00,7857489687.00
25-Jul-14,601.51,607.07,597.23,601.09,12279500.00,7851574790.00
26-Jul-14,601.54,602.09,593.96,595.81,10752900.00,7784669228.00
27-Jul-14,595.67,598.94,593.43,593.85,7774230.00,7761289329.00
28-Jul-14,594.14,594.57,575.18,585.69,19316400.00,7656826297.00
29-Jul-14,585.55,588.39,581.70,584.72,11275400.00,7646390353.00
30-Jul-14,584.74,585.12,564.90,567.29,14898800.00,7420859009.00
31-Jul-14,567.37,586.23,564.51,586.23,22467900.00,7670841007.00
1-Aug-14,586.20,597.92,583.63,594.92,18215900.00,7786796032.00
2-Aug-14,594.90,594.91,586.16,589.33,8359080.00,7716181169.00
3-Aug-14,588.89,589.15,581.65,586.67,9917990.00,7683520602.00
4-Aug-14,586.23,591.95,583.74,588.78,9867570.00,7713117798.00
5-Aug-14,589.01,589.86,584.10,585.44,10790800.00,7671275262.00
6-Aug-14,585.95,587.49,583.10,584.65,14497900.00,7663383046.00
7-Aug-14,584.65,591.10,584.05,588.87,11131400.00,7721014780.00
8-Aug-14,588.88,598.12,588.79,592.58,11072000.00,7771958458.00
9-Aug-14,592.47,592.47,587.63,589.37,7922070.00,7732619577.00
10-Aug-14,589.17,594.46,587.94,591.06,7555310.00,7757394871.00
11-Aug-14,591.28,591.51,574.05,576.37,14764200.00,7567178700.00
12-Aug-14,576.51,576.95,566.59,569.64,13978200.00,7481336243.00
13-Aug-14,570.38,573.03,532.67,546.66,25777500.00,7181459812.00
14-Aug-14,546.18,546.24,498.73,505.97,35803900.00,6649282620.00
15-Aug-14,511.14,518.18,487.93,497.01,25598300.00,6533519507.00
16-Aug-14,497.83,521.47,487.74,519.71,22832500.00,6833965310.00
17-Aug-14,519.14,520.19,483.63,491.80,24300900.00,6468997661.00
18-Aug-14,491.51,499.37,443.85,461.46,50783800.00,6072259848.00
19-Aug-14,461.48,485.71,455.54,485.24,38422400.00,6387510426.00
20-Aug-14,485.07,518.28,467.51,511.98,46527600.00,6741573447.00
21-Aug-14,510.45,531.90,510.45,517.24,49444200.00,6812929386.00
22-Aug-14,517.58,521.48,501.27,514.04,36563900.00,6772889206.00
23-Aug-14,513.39,514.30,492.11,498.08,25171900.00,6564528885.00
24-Aug-14,498.29,512.89,497.35,508.29,19441700.00,6700963067.00
25-Aug-14,508.22,508.22,499.23,502.50,18356700.00,6626339378.00
26-Aug-14,502.54,512.69,502.54,511.57,23235100.00,6748171027.00
27-Aug-14,512.19,520.71,510.92,511.15,22648500.00,6744868296.00
28-Aug-14,510.88,516.16,506.88,507.82,19862000.00,6703031046.00
29-Aug-14,508.42,511.70,503.82,508.52,17624800.00,6714458468.00
30-Aug-14,508.59,509.31,501.64,504.25,9424070.00,6660385523.00
31-Aug-14,502.90,504.88,474.81,477.76,44632300.00,6312801960.00
1-Sep-14,477.79,485.31,471.91,474.88,20432000.00,6276309535.00
2-Sep-14,474.48,482.99,472.32,477.43,23337900.00,6311703012.00
3-Sep-14,476.87,481.71,476.21,477.59,13342200.00,6315859936.00
4-Sep-14,477.68,493.93,477.09,489.66,26081400.00,6477467310.00
5-Sep-14,489.67,490.64,481.61,483.34,15302500.00,6395641762.00
6-Sep-14,483.34,488.60,483.00,484.83,10601400.00,6417500778.00
7-Sep-14,485.13,488.07,482.28,482.28,8994050.00,6385589802.00
8-Sep-14,481.81,489.83,468.79,474.60,30238000.00,6285637995.00
9-Sep-14,474.88,477.38,467.78,475.26,21447800.00,6296101902.00
10-Sep-14,475.48,487.47,475.14,479.36,22787800.00,6352285708.00
11-Sep-14,479.62,482.35,474.61,479.75,16852900.00,6359504769.00
12-Sep-14,479.58,479.63,473.01,477.75,15437200.00,6334873398.00
13-Sep-14,477.79,482.12,475.10,479.00,15588000.00,6353614254.00
14-Sep-14,479.12,479.85,476.12,477.89,13105500.00,6340778582.00
15-Sep-14,477.77,478.62,474.02,475.37,15345200.00,6309195218.00
16-Sep-14,474.86,475.64,465.13,466.06,16797300.00,6187570806.00
17-Sep-14,465.86,468.17,452.42,457.33,21056800.00,6073910021.00
18-Sep-14,456.86,456.86,413.10,424.44,34483200.00,5638918842.00
19-Sep-14,424.10,427.83,384.53,394.80,37919700.00,5246779621.00
20-Sep-14,394.67,423.30,389.88,408.90,36863600.00,5436072002.00
21-Sep-14,408.08,412.43,393.18,398.82,26580100.00,5303651275.00
22-Sep-14,399.10,406.92,397.13,402.15,24127600.00,5349637034.00
23-Sep-14,402.09,441.56,396.20,435.79,45099500.00,5798754889.00
24-Sep-14,435.75,436.11,421.13,423.20,30627700.00,5632911451.00
25-Sep-14,423.16,423.52,409.47,411.57,26814400.00,5479902023.00
26-Sep-14,411.43,414.94,400.01,404.42,21460800.00,5386071486.00
27-Sep-14,403.56,406.62,397.37,399.52,15029300.00,5322075836.00
28-Sep-14,399.47,401.02,374.33,377.18,23613300.00,5025729375.00
29-Sep-14,376.93,385.21,372.24,375.47,32497700.00,5004177243.00
30-Sep-14,376.09,390.98,373.44,386.94,34707300.00,5158621325.00
1-Oct-14,387.43,391.38,380.78,383.61,26229400.00,5115688242.00
2-Oct-14,383.99,385.50,372.95,375.07,21777700.00,5003085408.00
3-Oct-14,375.18,377.70,357.86,359.51,30901200.00,4796851775.00
4-Oct-14,359.89,364.49,325.89,328.87,47236500.00,4389218291.00
5-Oct-14,328.92,341.80,289.30,320.51,83308096.00,4279040870.00
6-Oct-14,320.39,345.13,302.56,330.08,79011800.00,4408130777.00
7-Oct-14,330.58,339.25,320.48,336.19,49199900.00,4490819565.00
8-Oct-14,336.12,354.36,327.19,352.94,54736300.00,4715887222.00
9-Oct-14,352.75,382.73,347.69,365.03,83641104.00,4878718500.00
10-Oct-14,364.69,375.07,352.96,361.56,43665700.00,4833830847.00
11-Oct-14,361.36,367.19,355.95,362.30,13345200.00,4844961125.00
12-Oct-14,362.61,379.43,356.14,378.55,17552800.00,5063689090.00
13-Oct-14,377.92,397.23,368.90,390.41,35221400.00,5223924767.00
14-Oct-14,391.69,411.70,391.32,400.87,38491500.00,5365153884.00
15-Oct-14,400.95,402.23,388.77,394.77,25267100.00,5285043276.00
16-Oct-14,394.52,398.81,373.07,382.56,26990000.00,5122903035.00
17-Oct-14,382.76,385.48,375.39,383.76,13600700.00,5140342471.00
18-Oct-14,383.98,395.16,378.97,391.44,11416800.00,5244892214.00
19-Oct-14,391.25,393.94,386.46,389.55,5914570.00,5220783140.00
20-Oct-14,389.23,390.08,378.25,382.85,16419000.00,5132276503.00
21-Oct-14,382.42,392.65,380.83,386.48,14188900.00,5182426851.00
22-Oct-14,386.12,388.58,382.25,383.16,11641300.00,5139461096.00
23-Oct-14,382.96,385.05,356.45,358.42,26456900.00,4808952572.00
24-Oct-14,358.59,364.35,353.30,358.35,15585700.00,4809419914.00
25-Oct-14,358.61,359.86,342.88,347.27,18127500.00,4662139220.00
26-Oct-14,347.49,359.22,343.93,354.70,11272500.00,4763036253.00
27-Oct-14,354.78,358.63,349.81,352.99,13033000.00,4741410021.00
28-Oct-14,353.21,359.98,352.68,357.62,7845880.00,4804812401.00
29-Oct-14,357.09,357.83,335.34,335.59,18192700.00,4510175245.00
30-Oct-14,335.71,350.91,335.07,345.30,30177900.00,4642194094.00
31-Oct-14,345.01,348.05,337.14,338.32,12545400.00,4549893052.00
1-Nov-14,338.65,340.53,321.05,325.75,16677200.00,4382113991.00
2-Nov-14,326.08,329.05,320.63,325.89,8603620.00,4385292372.00
3-Nov-14,325.57,334.00,325.48,327.55,12948500.00,4409040617.00
4-Nov-14,327.16,331.77,325.08,330.49,15655500.00,4449934321.00
5-Nov-14,330.68,343.37,330.68,339.49,19817200.00,4572205935.00
6-Nov-14,339.46,352.97,338.42,349.29,18797000.00,4705591219.00
7-Nov-14,349.82,352.73,341.78,342.42,16834200.00,4614264695.00
8-Nov-14,342.15,347.03,342.15,345.49,8535470.00,4656988222.00
9-Nov-14,345.38,363.63,344.26,363.26,24205600.00,4897961165.00
10-Nov-14,362.27,374.82,357.56,366.92,30450100.00,4948658123.00
11-Nov-14,365.86,371.31,363.73,367.70,15838900.00,4960242320.00
12-Nov-14,367.98,429.72,367.98,423.56,45783200.00,5715426244.00
13-Nov-14,427.27,457.09,401.12,420.73,58945000.00,5678828589.00
14-Nov-14,418.42,419.25,384.79,397.82,29589200.00,5371040273.00
15-Nov-14,399.65,405.53,371.01,376.13,15727500.00,5079582132.00
16-Nov-14,374.73,390.80,374.60,387.88,11905600.00,5239694300.00
17-Nov-14,388.35,410.20,377.50,387.41,41518800.00,5234695637.00
18-Nov-14,387.79,392.40,371.12,375.20,32222500.00,5071157408.00
19-Nov-14,373.90,386.48,373.90,380.55,18931800.00,5144903809.00
20-Nov-14,380.31,382.02,356.78,357.84,25233200.00,4839043482.00
21-Nov-14,357.88,357.88,344.11,350.85,29850100.00,4745605133.00
22-Nov-14,351.60,364.84,350.88,352.92,15273000.00,4774989954.00
23-Nov-14,353.17,370.85,353.17,367.57,15151600.00,4974540006.00
24-Nov-14,366.95,387.21,366.67,376.90,30930100.00,5102174795.00
25-Nov-14,376.89,394.70,374.78,375.35,25442200.00,5082390210.00
26-Nov-14,376.02,377.70,365.82,368.37,18601700.00,4989166443.00
27-Nov-14,370.50,373.99,368.28,369.67,8748030.00,5008058116.00
28-Nov-14,369.37,382.84,358.45,376.45,22946500.00,5101280353.00
29-Nov-14,376.15,387.60,372.14,375.49,15375600.00,5089799280.00
30-Nov-14,375.51,382.53,373.31,378.05,9194440.00,5125958175.00
1-Dec-14,378.25,383.66,376.67,379.24,11763000.00,5143434464.00
2-Dec-14,379.25,384.04,377.86,381.32,12364100.00,5172928823.00
3-Dec-14,381.72,383.03,374.35,375.01,13340100.00,5088491940.00
4-Dec-14,375.72,378.65,367.76,369.60,14529600.00,5016487250.00
5-Dec-14,369.44,379.19,365.76,376.85,15181800.00,5116358331.00
6-Dec-14,376.76,378.45,370.95,374.79,7009320.00,5089542822.00
7-Dec-14,374.84,376.29,373.27,375.10,6491650.00,5094943517.00
8-Dec-14,374.96,376.03,361.89,361.91,18898700.00,4917302822.00
9-Dec-14,361.89,363.07,344.95,352.22,32915500.00,4786893958.00
10-Dec-14,352.20,352.38,346.36,346.36,16427700.00,4708572401.00
11-Dec-14,344.34,361.36,338.76,350.51,32431300.00,4766084199.00
12-Dec-14,350.83,352.98,349.29,352.54,16989800.00,4795055945.00
13-Dec-14,352.38,352.38,346.59,347.38,11675900.00,4726102586.00
14-Dec-14,346.73,353.32,345.42,351.63,12415200.00,4785245608.00
15-Dec-14,351.36,351.82,344.93,345.35,17264200.00,4700905209.00
16-Dec-14,345.67,345.86,327.06,327.06,30864900.00,4453202603.00
17-Dec-14,326.86,333.95,315.15,319.78,37567900.00,4355021350.00
18-Dec-14,319.79,323.71,304.23,311.40,39173000.00,4241890806.00
19-Dec-14,311.18,318.53,306.77,317.84,23823100.00,4330801581.00
20-Dec-14,317.62,330.33,316.04,329.96,20856700.00,4496945577.00
21-Dec-14,329.54,329.63,318.90,320.84,15207600.00,4373820008.00
22-Dec-14,321.07,334.12,320.42,331.89,22315100.00,4525705359.00
23-Dec-14,332.02,336.29,329.60,334.57,16574200.00,4563595537.00
24-Dec-14,334.39,334.74,321.36,322.53,15092300.00,4400637769.00
25-Dec-14,322.29,322.67,316.96,319.01,9883640.00,4353789283.00
26-Dec-14,319.15,331.42,316.63,327.92,16410500.00,4476703675.00
27-Dec-14,327.58,328.91,312.63,315.86,15185200.00,4313267197.00
28-Dec-14,316.16,320.03,311.08,317.24,11676600.00,4333389568.00
29-Dec-14,317.70,320.27,312.31,312.67,12302500.00,4272268163.00
30-Dec-14,312.72,314.81,309.37,310.74,12528300.00,4247060095.00
31-Dec-14,310.91,320.19,310.21,320.19,13942900.00,4377510595.00
1-Jan-15,320.43,320.43,314.00,314.25,8036550.00,4297535768.00
2-Jan-15,314.08,315.84,313.57,315.03,7860650.00,4309551126.00
3-Jan-15,314.85,315.15,281.08,281.08,33054400.00,3846269872.00
4-Jan-15,281.15,287.23,257.61,264.20,55629100.00,3616320975.00
5-Jan-15,265.08,278.34,265.08,274.47,43962800.00,3758098008.00
6-Jan-15,274.61,287.55,272.70,286.19,23245700.00,3919623080.00
7-Jan-15,286.08,298.75,283.08,294.34,24866800.00,4032255015.00
8-Jan-15,294.14,294.14,282.17,283.35,19982500.00,3882766766.00
9-Jan-15,282.38,291.11,280.53,290.41,18718600.00,3980426431.00
10-Jan-15,287.30,288.13,273.97,274.80,15264300.00,3767535599.00
11-Jan-15,274.61,279.64,265.04,265.66,18200800.00,3643307731.00
12-Jan-15,266.15,272.20,265.20,267.80,18880300.00,3673551884.00
13-Jan-15,267.39,268.28,219.91,225.86,72843904.00,3099004902.00
14-Jan-15,223.89,223.89,171.51,178.10,97638704.00,2444379076.00
15-Jan-15,176.90,229.07,176.90,209.84,81773504.00,2880801385.00
16-Jan-15,209.07,221.59,199.77,208.10,38421000.00,2857541182.00
17-Jan-15,207.83,211.73,194.88,199.26,23469700.00,2736875952.00
18-Jan-15,200.05,218.70,194.51,210.34,30085100.00,2889858038.00
19-Jan-15,211.47,216.73,207.32,214.86,18658300.00,2952759522.00
20-Jan-15,212.91,215.24,205.15,211.32,24051100.00,2904651464.00
21-Jan-15,211.38,227.79,211.21,226.90,29924600.00,3119680595.00
22-Jan-15,227.32,237.02,226.43,233.41,33544600.00,3209962696.00
23-Jan-15,233.52,234.85,225.20,232.88,24621700.00,3203436948.00
24-Jan-15,232.70,248.21,230.02,247.85,24782500.00,3410114481.00
25-Jan-15,247.35,255.07,243.89,253.72,33582700.00,3491686145.00
26-Jan-15,254.08,309.38,254.08,273.47,106794000.00,3764417376.00
27-Jan-15,273.17,275.48,250.65,263.48,44399000.00,3627760928.00
28-Jan-15,263.35,266.54,227.05,233.91,44352200.00,3221728839.00
29-Jan-15,233.35,238.71,220.71,233.51,32213400.00,3217149466.00
30-Jan-15,232.77,242.85,225.84,226.43,26605200.00,3120272355.00
31-Jan-15,226.44,233.50,216.31,217.46,23348200.00,2997692311.00
1-Feb-15,216.87,231.57,212.01,226.97,29128500.00,3129637468.00
2-Feb-15,226.49,242.18,222.66,238.23,30612100.00,3285797305.00
3-Feb-15,237.45,245.96,224.48,227.27,40783700.00,3135343874.00
4-Feb-15,227.51,230.06,221.11,226.85,26594300.00,3130520358.00
5-Feb-15,227.66,239.40,214.73,217.11,22516400.00,2996945966.00
6-Feb-15,216.92,230.51,216.23,222.27,24435300.00,3069076711.00
7-Feb-15,222.63,230.30,222.61,227.75,21604200.00,3145761023.00
8-Feb-15,227.69,229.44,221.08,223.41,17145200.00,3086537315.00
9-Feb-15,223.39,223.98,217.02,220.11,27791300.00,3041799140.00
10-Feb-15,220.28,221.81,215.33,219.84,21115100.00,3038850985.00
